year,month,country,region,student_ai_usage_pct,teacher_ai_usage_pct,schools_ai_adoption_pct,avg_daily_ai_usage_min,top_ai_tool,internet_penetration_pct,education_index,government_ai_policy,urban_ai_usage_pct,rural_ai_usage_pct,ai_in_curriculum,gender_gap_ai_usage_pct,policy_id,policy_name,policy_type,policy_domain,policy_status,policy_year,policy_restrictiveness_score,policy_maturity_score,ethical_alignment_score,implementation_strength,regulatory_risk_level,ai_investment_index,ai_research_output,policy_sentiment,amendment_count,compliance_score,alert_flag,policy_version,country_code,continent,policy_source,publishing_authority,publication_date,effective_date,review_date,volatility_score,enforcement_strength,expert_review_score,comment_count,discussion_status,last_updated,alert_date
2025,8,Australia,Oceania,86,76,63,83,Khanmigo,53,0.53,Yes,100,65,No,10,AIP-02760,AI Framework 10,Guidance,Ethics,Repealed,2020,4,55,55,Moderate,High,73,3001,Restrictive,0,51,No Alert,v2.8,AUS,North America,Legal Database,Ministry of Technology,2020-02-12,2020-03-25,2022-05-04,77,Medium,55,10,Closed,2020-03-17,2020-03-29
2015,2,Nigeria,Africa,26,18,20,19,Microsoft Copilot,87,0.553,No,26,23,Yes,6,AIP-02761,AI Framework 11,Guidance,Ethics,Active,2019,4,44,35,Strong,Low,46,1261,Neutral,7,42,No Alert,v3.2,NIG,North America,Legal Database,Data Protection Authority,2019-08-25,2019-11-15,2021-05-15,40,Medium,61,37,Open,2020-12-23,2019-09-10
2023,4,Australia,Oceania,41,37,41,85,ChatGPT,86,0.852,No,42,25,Yes,8,AIP-02762,AI Framework 12,Legislation,Governance,Repealed,2024,10,55,52,Strong,Low,30,2634,Neutral,1,70,No Alert,v1.9,AUS,Asia,Legal Database,AI Commission,2024-03-09,2024-08-27,2027-02-23,17,Medium,57,29,Open,2025-06-18,2024-05-05
2023,5,China,Asia,46,36,37,55,Google Gemini,45,0.572,No,55,42,Yes,10,AIP-02763,AI Framework 13,Legislation,Data Privacy,Draft,2025,3,53,43,Strong,High,90,3475,Restrictive,0,53,Amendment,v1.0,CHI,Asia,Government Portal,AI Commission,2025-03-08,2025-04-20,2027-07-05,69,Low,62,30,Closed,2026-02-10,2025-04-23
2025,6,Pakistan,Asia,97,95,68,84,ChatGPT,46,0.661,Yes,100,70,Yes,3,AIP-02764,AI Framework 14,Strategy,Education,Active,2019,4,41,44,Moderate,High,92,3390,Supportive,7,33,New Policy,v1.7,PAK,Europe,Government Portal,Ministry of Technology,2019-03-06,2019-07-03,2021-02-07,23,Low,97,5,Open,2019-10-17,2019-05-04
2023,11,United Kingdom,Europe,72,50,58,68,ChatGPT,54,0.59,No,83,53,No,11,AIP-02765,AI Framework 15,Guidance,Transparency,Active,2021,10,47,41,Moderate,Medium,33,2678,Neutral,3,36,No Alert,v3.3,UNI,Africa,Legal Database,Digital Affairs Agency,2021-06-11,2021-11-26,2024-01-31,26,Medium,79,28,Under Review,2023-02-03,2021-07-24
2020,5,Germany,Europe,73,44,50,85,Khanmigo,78,0.807,Yes,77,48,Yes,11,AIP-02766,AI Framework 16,Legislation,Governance,Active,2022,9,59,57,Moderate,Medium,36,2880,Neutral,0,72,No Alert,v3.9,GER,Oceania,Government Portal,AI Commission,2022-05-08,2022-06-11,2025-03-01,51,Medium,99,46,Under Review,2023-06-02,2022-05-14
2022,5,Pakistan,Asia,70,53,67,65,Google Gemini,53,0.676,Yes,82,44,No,9,AIP-02767,AI Framework 17,Strategy,Ethics,Active,2024,1,53,61,Strong,Low,23,2238,Restrictive,2,46,No Alert,v1.8,PAK,Oceania,Regulatory Authority,Digital Affairs Agency,2024-08-23,2024-12-15,2026-08-17,51,Medium,85,16,Closed,2025-11-27,2024-10-22
2025,4,Canada,North America,48,44,40,79,Microsoft Copilot,87,0.786,Yes,52,30,No,4,AIP-02768,AI Framework 18,Guidance,Governance,Active,2021,1,75,77,Strong,Medium,74,2511,Neutral,0,85,Amendment,v2.8,CAN,Europe,AI Ethics Board,AI Commission,2021-11-29,2022-03-30,2022-12-20,61,Medium,94,5,Closed,2023-04-16,2022-03-25
2024,2,Brazil,South America,97,96,80,108,ChatGPT,55,0.943,Yes,100,76,Yes,11,AIP-02769,AI Framework 19,Guidance,Governance,Active,2022,1,57,63,Moderate,Low,92,3985,Restrictive,5,66,No Alert,v1.2,BRA,North America,AI Ethics Board,Data Protection Authority,2022-05-03,2022-07-16,2023-08-08,58,Medium,83,35,Open,2023-02-15,2022-07-25
2024,9,Brazil,South America,65,62,60,104,Khanmigo,79,0.456,Yes,78,55,Yes,1,AIP-02770,AI Framework 20,Strategy,Data Privacy,Active,2022,5,74,71,Moderate,Low,37,2401,Restrictive,7,85,No Alert,v2.7,BRA,Asia,Legal Database,Digital Affairs Agency,2022-02-14,2022-03-27,2024-10-04,100,Medium,56,5,Under Review,2023-03-10,2022-03-26
2020,1,China,Asia,58,38,35,74,Khanmigo,89,0.736,Yes,62,45,Yes,11,AIP-02771,AI Framework 21,Regulation,Data Privacy,Active,2018,6,63,72,Moderate,Medium,56,1791,Supportive,3,52,New Policy,v3.3,CHI,Europe,AI Ethics Board,Digital Affairs Agency,2018-02-14,2018-07-25,2020-09-27,51,Medium,79,43,Open,2019-05-30,2018-05-16
2024,2,China,Asia,64,61,48,70,Google Gemini,46,0.527,Yes,65,41,No,1,AIP-02772,AI Framework 22,Regulation,Education,Active,2023,4,41,46,Weak,Low,77,4809,Neutral,6,50,No Alert,v1.4,CHI,Africa,AI Ethics Board,Ministry of Technology,2023-08-11,2023-11-09,2026-01-01,9,Medium,70,14,Open,2025-06-30,2023-11-12
2020,2,China,Asia,72,45,60,99,ChatGPT,92,0.59,No,72,36,Yes,7,AIP-02773,AI Framework 23,Legislation,Ethics,Active,2023,1,47,47,Moderate,Low,55,4589,Restrictive,2,56,No Alert,v1.9,CHI,South America,AI Ethics Board,Ministry of Technology,2023-02-20,2023-07-13,2024-06-10,55,High,52,42,Open,2024-10-23,2023-02-25
2025,2,Pakistan,Asia,62,45,43,69,Khanmigo,79,0.759,No,75,39,Yes,9,AIP-02774,AI Framework 24,Strategy,Transparency,Active,2026,3,65,67,Weak,Low,81,4318,Neutral,3,80,Amendment,v3.7,PAK,Asia,Regulatory Authority,Digital Affairs Agency,2026-01-20,2026-06-01,2028-04-24,73,Low,55,21,Closed,2026-08-10,2026-02-22
2018,10,United States,North America,48,34,33,7,Khanmigo,51,0.547,No,49,33,No,4,AIP-02775,AI Framework 25,Regulation,Data Privacy,Draft,2022,7,59,62,Moderate,Low,81,4112,Supportive,1,65,Amendment,v2.6,UNI,Asia,AI Ethics Board,Data Protection Authority,2022-05-30,2022-11-16,2024-05-31,34,Low,68,40,Under Review,2023-09-25,2022-09-10
2015,2,Canada,North America,69,50,63,69,Google Gemini,48,0.758,No,84,44,No,4,AIP-02776,AI Framework 1,Strategy,Data Privacy,Draft,2026,4,50,43,Moderate,High,80,1945,Neutral,0,38,Amendment,v1.1,CAN,Oceania,Legal Database,Data Protection Authority,2026-02-01,2026-02-23,2027-09-03,34,High,63,49,Open,2026-09-15,2026-03-12
2021,11,Canada,North America,79,67,55,90,Khanmigo,46,0.804,Yes,79,68,Yes,3,AIP-02777,AI Framework 2,Strategy,Education,Active,2021,2,58,53,Moderate,High,77,4799,Supportive,1,57,No Alert,v1.5,CAN,Europe,Regulatory Authority,Digital Affairs Agency,2021-05-06,2021-06-13,2023-06-06,99,Medium,65,48,Closed,2022-08-11,2021-05-30
2025,1,Pakistan,Asia,100,88,75,123,Khanmigo,64,0.681,No,100,54,No,8,AIP-02778,AI Framework 3,Strategy,Education,Active,2024,7,72,76,Moderate,Low,54,3284,Restrictive,4,71,No Alert,v3.1,PAK,South America,Legal Database,AI Commission,2024-08-01,2024-12-09,2026-02-12,43,Low,90,22,Open,2024-10-07,2024-09-28
2021,1,Brazil,South America,37,25,32,67,Google Gemini,75,0.91,Yes,42,25,Yes,8,AIP-02779,AI Framework 4,Guidance,Transparency,Draft,2026,7,53,52,Weak,Low,51,4459,Supportive,0,52,No Alert,v1.0,BRA,South America,Legal Database,Ministry of Technology,2026-08-08,2026-10-26,2028-12-18,30,Medium,83,33,Open,2027-11-25,2026-10-02
2018,2,United Kingdom,Europe,66,55,53,73,Khanmigo,85,0.505,Yes,77,36,Yes,9,AIP-02780,AI Framework 5,Guidance,Transparency,Repealed,2019,5,41,47,Moderate,High,69,151,Supportive,6,36,No Alert,v2.9,UNI,Africa,Regulatory Authority,Data Protection Authority,2019-12-06,2020-05-02,2022-01-21,10,High,82,31,Closed,2020-11-12,2019-12-28
2022,8,India,Asia,65,56,56,75,Khanmigo,71,0.519,No,80,49,No,0,AIP-02781,AI Framework 6,Legislation,Ethics,Active,2023,10,51,52,Weak,Low,28,579,Supportive,7,60,Amendment,v1.5,IND,South America,Regulatory Authority,Ministry of Technology,2023-09-17,2024-01-27,2024-12-24,24,Low,89,43,Open,2025-08-17,2023-10-02
2018,10,Nigeria,Africa,67,54,66,55,ChatGPT,68,0.898,No,77,35,Yes,11,AIP-02782,AI Framework 7,Regulation,Data Privacy,Active,2026,9,73,64,Weak,Medium,68,153,Supportive,2,66,Amendment,v1.0,NIG,South America,Legal Database,Ministry of Technology,2026-03-16,2026-07-30,2027-12-27,83,Low,84,2,Under Review,2026-09-08,2026-04-06
2016,7,Pakistan,Asia,61,51,52,73,Google Gemini,45,0.463,Yes,73,51,No,7,AIP-02783,AI Framework 8,Strategy,Ethics,Active,2023,1,67,70,Strong,Low,22,4985,Supportive,2,65,No Alert,v2.4,PAK,Europe,Government Portal,Data Protection Authority,2023-07-11,2023-09-11,2024-11-03,91,Low,62,8,Closed,2024-09-06,2023-09-03
2023,3,India,Asia,70,46,41,80,Google Gemini,61,0.693,Yes,84,46,Yes,3,AIP-02784,AI Framework 9,Legislation,Governance,Repealed,2026,10,70,72,Weak,Medium,78,1626,Neutral,1,68,No Alert,v3.2,IND,North America,Government Portal,Ministry of Technology,2026-04-08,2026-09-24,2027-08-11,51,High,72,13,Open,2027-01-30,2026-08-02
2020,7,Germany,Europe,91,59,67,96,Microsoft Copilot,63,0.781,Yes,100,47,Yes,9,AIP-02785,AI Framework 10,Guidance,Education,Draft,2021,1,72,69,Moderate,Low,69,243,Supportive,3,76,No Alert,v2.1,GER,Oceania,Government Portal,Digital Affairs Agency,2021-10-27,2022-03-17,2024-03-19,33,Medium,66,22,Under Review,2022-12-06,2022-01-03
2017,1,United Kingdom,Europe,37,28,32,34,Microsoft Copilot,51,0.815,No,38,18,Yes,10,AIP-02786,AI Framework 11,Legislation,Transparency,Draft,2025,5,44,50,Moderate,Medium,60,3786,Restrictive,7,43,New Policy,v2.8,UNI,Asia,Legal Database,AI Commission,2025-04-22,2025-10-15,2028-02-24,77,Low,80,48,Closed,2026-12-26,2025-07-27
2015,6,Pakistan,Asia,44,36,29,64,Khanmigo,70,0.479,No,45,23,No,11,AIP-02787,AI Framework 12,Legislation,Data Privacy,Active,2023,10,50,47,Moderate,Medium,44,3968,Neutral,3,65,No Alert,v2.1,PAK,Asia,Regulatory Authority,AI Commission,2023-06-30,2023-09-16,2026-01-27,10,High,92,29,Open,2025-03-06,2023-07-17
2022,2,Germany,Europe,77,58,64,92,Google Gemini,90,0.787,Yes,81,45,No,0,AIP-02788,AI Framework 13,Legislation,Data Privacy,Active,2022,10,42,34,Moderate,Low,61,4631,Neutral,6,57,Amendment,v2.1,GER,Europe,Legal Database,Data Protection Authority,2022-07-04,2022-10-26,2025-05-18,46,High,93,45,Under Review,2022-11-21,2022-07-26
2025,6,Nigeria,Africa,71,49,57,93,ChatGPT,53,0.811,No,73,36,No,9,AIP-02789,AI Framework 14,Strategy,Transparency,Active,2019,1,40,32,Strong,Medium,71,2915,Neutral,2,39,No Alert,v2.2,NIG,Africa,AI Ethics Board,Digital Affairs Agency,2019-10-25,2020-01-22,2022-03-10,15,Medium,68,40,Closed,2020-04-27,2020-01-03
2022,5,China,Asia,85,52,53,116,ChatGPT,54,0.821,Yes,85,53,No,9,AIP-02790,AI Framework 15,Strategy,Governance,Draft,2019,1,70,78,Moderate,Medium,75,3430,Supportive,3,63,Amendment,v2.7,CHI,Asia,Government Portal,Digital Affairs Agency,2019-11-17,2019-12-19,2021-01-21,46,Medium,52,22,Under Review,2020-08-28,2019-12-10
2020,4,China,Asia,63,53,60,67,ChatGPT,91,0.492,No,77,32,Yes,10,AIP-02791,AI Framework 16,Strategy,Data Privacy,Active,2020,3,73,70,Moderate,High,94,3108,Neutral,3,81,Amendment,v3.1,CHI,North America,Government Portal,Digital Affairs Agency,2020-10-14,2021-03-24,2022-10-26,99,Medium,90,7,Open,2020-12-08,2020-12-11
2021,10,Nigeria,Africa,72,55,64,128,Google Gemini,62,0.641,Yes,86,67,Yes,7,AIP-02792,AI Framework 17,Legislation,Governance,Active,2024,3,45,43,Strong,Medium,33,3546,Neutral,7,58,No Alert,v3.3,NIG,Africa,Regulatory Authority,Digital Affairs Agency,2024-11-04,2025-03-25,2025-11-19,69,Medium,72,17,Open,2026-09-14,2025-01-22
2018,7,United States,North America,60,40,36,53,ChatGPT,78,0.654,No,70,51,No,2,AIP-02793,AI Framework 18,Legislation,Ethics,Active,2022,3,65,61,Weak,Low,23,2610,Restrictive,3,77,No Alert,v1.9,UNI,Asia,Government Portal,AI Commission,2022-09-18,2023-01-26,2024-11-14,41,High,58,21,Closed,2023-02-14,2023-01-07
2016,5,Canada,North America,60,57,61,65,ChatGPT,68,0.735,No,63,33,Yes,11,AIP-02794,AI Framework 19,Guidance,Governance,Active,2021,5,59,64,Moderate,Medium,72,208,Supportive,4,49,Amendment,v2.5,CAN,North America,Regulatory Authority,AI Commission,2021-11-19,2022-01-14,2024-09-21,22,High,50,47,Open,2022-03-11,2022-02-20
2022,9,United States,North America,85,65,79,59,ChatGPT,63,0.851,No,88,61,Yes,4,AIP-02795,AI Framework 20,Regulation,Ethics,Draft,2022,4,42,44,Weak,Low,33,878,Supportive,6,28,Amendment,v1.1,UNI,North America,AI Ethics Board,Data Protection Authority,2022-05-16,2022-09-05,2023-11-21,99,Medium,69,27,Under Review,2023-06-25,2022-05-27
2020,6,China,Asia,69,59,62,72,ChatGPT,48,0.507,No,78,52,Yes,2,AIP-02796,AI Framework 21,Guidance,Data Privacy,Active,2021,6,72,80,Weak,High,32,4654,Supportive,7,77,No Alert,v1.8,CHI,Africa,AI Ethics Board,AI Commission,2021-11-29,2022-02-02,2023-05-03,9,High,62,28,Closed,2023-02-08,2022-03-16
2015,11,Brazil,South America,61,46,46,69,Khanmigo,45,0.729,No,65,35,Yes,6,AIP-02797,AI Framework 22,Strategy,Data Privacy,Active,2025,9,71,79,Strong,High,42,289,Restrictive,7,65,No Alert,v1.5,BRA,Europe,AI Ethics Board,Data Protection Authority,2025-09-17,2025-10-11,2028-08-24,88,Low,65,34,Open,2027-07-08,2025-11-16
2016,7,United Kingdom,Europe,26,24,19,10,ChatGPT,54,0.54,No,29,24,No,2,AIP-02798,AI Framework 23,Regulation,Ethics,Active,2021,6,60,70,Strong,Low,78,479,Neutral,0,54,New Policy,v1.8,UNI,Oceania,Regulatory Authority,Data Protection Authority,2021-10-18,2022-02-21,2023-07-12,11,Medium,97,28,Under Review,2023-05-25,2022-01-19
2020,7,India,Asia,80,70,64,101,Khanmigo,59,0.47,No,81,40,Yes,1,AIP-02799,AI Framework 24,Legislation,Ethics,Active,2022,4,65,61,Weak,Medium,25,4012,Supportive,0,50,New Policy,v3.0,IND,Oceania,Legal Database,Data Protection Authority,2022-10-21,2022-11-28,2025-03-23,2,Medium,75,25,Closed,2024-08-13,2022-11-17
2023,4,Germany,Europe,67,58,62,118,Khanmigo,78,0.787,No,70,49,No,4,AIP-02800,AI Framework 25,Regulation,Education,Repealed,2023,6,54,56,Moderate,Medium,51,4737,Supportive,3,68,No Alert,v1.1,GER,Europe,Government Portal,Data Protection Authority,2023-05-06,2023-09-12,2025-06-11,21,High,98,5,Under Review,2024-10-20,2023-06-21
2024,5,Australia,Oceania,92,81,70,133,ChatGPT,82,0.571,No,94,86,Yes,3,AIP-02801,AI Framework 1,Guidance,Education,Active,2023,7,68,65,Weak,Low,28,2261,Supportive,2,53,Amendment,v3.0,AUS,South America,Regulatory Authority,Data Protection Authority,2023-10-07,2024-03-09,2025-06-03,28,Low,89,12,Under Review,2025-01-24,2023-12-19
2023,3,Brazil,South America,63,45,51,107,Microsoft Copilot,52,0.63,No,67,37,No,3,AIP-02802,AI Framework 2,Regulation,Data Privacy,Active,2021,9,56,60,Moderate,Medium,88,751,Neutral,5,60,Amendment,v1.4,BRA,Oceania,Regulatory Authority,AI Commission,2021-08-02,2022-01-08,2023-02-03,90,High,77,42,Closed,2022-04-08,2021-10-17
2024,6,Brazil,South America,82,58,68,86,Microsoft Copilot,93,0.786,Yes,98,67,Yes,2,AIP-02803,AI Framework 3,Legislation,Transparency,Active,2018,10,75,80,Moderate,Medium,81,2962,Restrictive,3,88,Amendment,v1.3,BRA,North America,Regulatory Authority,Digital Affairs Agency,2018-04-27,2018-10-13,2021-01-04,97,Medium,88,5,Closed,2018-08-14,2018-08-02
2020,7,India,Asia,59,44,37,57,ChatGPT,82,0.776,Yes,69,32,Yes,2,AIP-02804,AI Framework 4,Strategy,Transparency,Active,2024,3,42,37,Strong,Medium,27,215,Restrictive,3,28,No Alert,v1.4,IND,Asia,AI Ethics Board,AI Commission,2024-03-21,2024-08-26,2025-10-07,96,Medium,58,37,Open,2025-04-20,2024-04-10
2024,2,Australia,Oceania,61,45,54,67,Google Gemini,61,0.882,No,66,53,No,7,AIP-02805,AI Framework 5,Strategy,Data Privacy,Active,2023,10,46,54,Weak,Medium,42,1833,Restrictive,0,50,No Alert,v1.3,AUS,South America,Regulatory Authority,Ministry of Technology,2023-03-07,2023-07-27,2025-04-22,100,Low,63,34,Closed,2023-09-01,2023-06-12
2018,1,United States,North America,62,59,58,76,Microsoft Copilot,62,0.762,Yes,72,55,Yes,9,AIP-02806,AI Framework 6,Legislation,Data Privacy,Active,2023,9,74,70,Moderate,Medium,57,2839,Supportive,2,87,No Alert,v2.4,UNI,South America,Government Portal,Ministry of Technology,2023-11-08,2024-02-07,2025-02-18,39,Low,55,27,Closed,2024-10-11,2023-11-27
2025,4,Canada,North America,79,57,54,89,Microsoft Copilot,51,0.686,No,86,63,No,8,AIP-02807,AI Framework 7,Regulation,Data Privacy,Active,2022,2,50,60,Strong,Medium,57,4407,Neutral,4,47,No Alert,v3.3,CAN,Oceania,Legal Database,Ministry of Technology,2022-10-08,2022-11-28,2024-03-14,20,High,75,41,Closed,2024-08-29,2022-11-23
2015,11,United States,North America,29,22,27,27,Google Gemini,69,0.718,No,30,14,Yes,0,AIP-02808,AI Framework 8,Legislation,Ethics,Draft,2022,6,51,58,Strong,Medium,33,612,Neutral,5,45,No Alert,v1.1,UNI,Africa,AI Ethics Board,Digital Affairs Agency,2022-03-03,2022-04-28,2023-08-18,29,Medium,91,29,Under Review,2023-11-18,2022-04-17
2017,9,United States,North America,82,68,56,114,Khanmigo,67,0.943,Yes,94,43,No,1,AIP-02809,AI Framework 9,Regulation,Data Privacy,Active,2026,2,68,58,Moderate,Medium,57,3053,Supportive,1,74,Amendment,v2.5,UNI,Asia,Legal Database,Digital Affairs Agency,2026-11-10,2027-01-13,2029-07-08,80,Medium,94,3,Open,2027-08-01,2026-11-15
2021,6,India,Asia,60,58,45,40,Microsoft Copilot,97,0.686,No,71,38,No,4,AIP-02810,AI Framework 10,Guidance,Data Privacy,Draft,2018,5,46,44,Moderate,Medium,90,192,Neutral,4,59,No Alert,v1.8,IND,Africa,Regulatory Authority,Data Protection Authority,2018-05-08,2018-06-22,2020-12-30,19,Low,62,2,Under Review,2019-02-17,2018-08-21
2016,6,Australia,Oceania,54,49,51,21,Google Gemini,59,0.613,No,56,33,Yes,8,AIP-02811,AI Framework 11,Legislation,Data Privacy,Draft,2018,1,58,56,Strong,Medium,37,2353,Neutral,4,60,New Policy,v3.9,AUS,Africa,Legal Database,AI Commission,2018-02-04,2018-02-26,2020-01-09,35,High,53,35,Closed,2019-03-10,2018-03-11
2018,7,Germany,Europe,67,63,62,77,Microsoft Copilot,83,0.747,Yes,71,58,No,1,AIP-02812,AI Framework 12,Legislation,Governance,Active,2026,3,50,57,Moderate,Low,30,3355,Supportive,2,35,No Alert,v3.1,GER,South America,Legal Database,Digital Affairs Agency,2026-01-18,2026-06-16,2027-03-19,81,High,65,3,Under Review,2026-08-11,2026-02-04
2022,12,Germany,Europe,71,52,47,48,ChatGPT,77,0.535,Yes,71,46,No,7,AIP-02813,AI Framework 13,Regulation,Governance,Active,2025,6,47,52,Moderate,Medium,51,228,Restrictive,7,53,Amendment,v3.4,GER,South America,Regulatory Authority,AI Commission,2025-09-23,2026-03-04,2028-09-05,94,Medium,56,28,Open,2026-04-18,2025-12-01
2023,5,Nigeria,Africa,57,39,33,34,Khanmigo,89,0.69,No,61,41,No,4,AIP-02814,AI Framework 14,Strategy,Education,Repealed,2021,4,74,65,Moderate,Medium,59,3704,Restrictive,3,65,No Alert,v3.2,NIG,South America,Government Portal,Ministry of Technology,2021-07-24,2021-09-13,2022-08-24,3,Low,58,2,Open,2023-03-29,2021-07-31
2025,9,Germany,Europe,70,61,57,70,ChatGPT,70,0.72,Yes,76,64,No,1,AIP-02815,AI Framework 15,Guidance,Data Privacy,Active,2022,1,47,54,Strong,Low,43,4928,Restrictive,2,62,No Alert,v3.5,GER,North America,Regulatory Authority,AI Commission,2022-11-02,2022-11-27,2025-08-05,72,Medium,53,29,Closed,2024-08-31,2023-02-09
2017,5,China,Asia,51,46,51,51,Google Gemini,84,0.648,No,61,30,No,5,AIP-02816,AI Framework 16,Strategy,Transparency,Active,2022,4,43,37,Moderate,Low,28,1500,Supportive,5,36,No Alert,v2.3,CHI,Europe,Regulatory Authority,Ministry of Technology,2022-06-07,2022-09-20,2025-05-06,46,Low,70,21,Under Review,2024-04-16,2022-09-13
2018,6,United States,North America,83,54,59,112,Microsoft Copilot,81,0.701,No,88,76,Yes,3,AIP-02817,AI Framework 17,Legislation,Ethics,Active,2026,6,64,61,Weak,Medium,26,3797,Supportive,1,68,No Alert,v1.8,UNI,Africa,Legal Database,Ministry of Technology,2026-03-04,2026-04-18,2027-07-31,23,Medium,84,40,Under Review,2027-08-10,2026-04-03
2023,3,Brazil,South America,65,50,50,97,Google Gemini,67,0.973,Yes,70,52,Yes,9,AIP-02818,AI Framework 18,Legislation,Governance,Active,2022,8,71,64,Moderate,Low,84,2690,Restrictive,5,77,No Alert,v3.9,BRA,Europe,AI Ethics Board,AI Commission,2022-10-04,2022-11-01,2024-03-12,9,Low,54,33,Under Review,2023-04-09,2022-10-14
2015,2,United Kingdom,Europe,54,45,51,63,Microsoft Copilot,93,0.491,No,62,27,Yes,0,AIP-02819,AI Framework 19,Legislation,Data Privacy,Repealed,2024,2,44,37,Strong,Low,30,4594,Restrictive,5,42,No Alert,v2.3,UNI,South America,Legal Database,Digital Affairs Agency,2024-01-24,2024-04-01,2025-04-23,53,High,95,20,Under Review,2025-03-07,2024-03-29
2023,12,India,Asia,76,63,62,82,Microsoft Copilot,67,0.662,No,79,50,Yes,7,AIP-02820,AI Framework 20,Strategy,Transparency,Active,2021,5,65,66,Moderate,Low,42,2950,Neutral,3,74,Amendment,v2.3,IND,Asia,Government Portal,Digital Affairs Agency,2021-02-17,2021-03-17,2023-03-21,83,Medium,85,47,Under Review,2022-09-06,2021-02-26
2020,5,China,Asia,71,42,56,85,ChatGPT,54,0.927,No,80,50,Yes,2,AIP-02821,AI Framework 21,Regulation,Ethics,Active,2021,2,59,50,Moderate,Medium,81,4025,Supportive,1,71,No Alert,v3.5,CHI,North America,AI Ethics Board,Ministry of Technology,2021-10-29,2022-04-05,2023-01-07,63,High,89,15,Closed,2023-05-30,2021-12-24
2018,7,India,Asia,42,31,30,26,Microsoft Copilot,72,0.906,Yes,44,33,Yes,1,AIP-02822,AI Framework 22,Legislation,Data Privacy,Active,2024,2,69,60,Moderate,High,68,846,Supportive,2,73,Amendment,v3.6,IND,North America,AI Ethics Board,Ministry of Technology,2024-06-16,2024-07-15,2026-11-21,14,Low,99,37,Under Review,2025-07-13,2024-07-15
2025,12,Australia,Oceania,68,62,59,59,Google Gemini,98,0.583,No,80,41,Yes,11,AIP-02823,AI Framework 23,Regulation,Transparency,Active,2021,2,44,50,Moderate,High,22,1315,Restrictive,1,52,No Alert,v2.7,AUS,South America,Government Portal,Digital Affairs Agency,2021-01-17,2021-04-13,2022-08-19,17,Low,95,17,Closed,2022-06-03,2021-02-22
2022,9,India,Asia,72,50,42,65,ChatGPT,57,0.761,No,80,54,Yes,7,AIP-02824,AI Framework 24,Guidance,Governance,Active,2018,8,75,72,Strong,High,33,2228,Restrictive,0,61,New Policy,v2.1,IND,Europe,Regulatory Authority,AI Commission,2018-06-05,2018-10-13,2020-12-17,80,Low,52,20,Under Review,2019-11-26,2018-09-22
2021,5,Canada,North America,52,48,48,89,Khanmigo,64,0.496,Yes,58,26,Yes,11,AIP-02825,AI Framework 25,Strategy,Ethics,Active,2019,10,62,65,Moderate,High,58,4522,Restrictive,7,54,No Alert,v2.0,CAN,South America,Legal Database,Data Protection Authority,2019-03-25,2019-05-05,2022-02-21,73,Low,74,27,Under Review,2020-03-24,2019-07-02
2024,4,United Kingdom,Europe,65,56,60,79,Google Gemini,53,0.577,No,68,53,No,6,AIP-02826,AI Framework 1,Strategy,Ethics,Draft,2025,7,70,80,Strong,Low,48,3202,Neutral,6,68,No Alert,v3.6,UNI,Europe,AI Ethics Board,AI Commission,2025-07-16,2026-01-06,2027-10-27,13,High,85,22,Under Review,2026-06-29,2025-08-08
2015,1,Nigeria,Africa,76,73,52,82,Khanmigo,92,0.627,Yes,84,71,No,9,AIP-02827,AI Framework 2,Guidance,Ethics,Active,2021,4,53,44,Moderate,Low,100,1099,Restrictive,4,42,New Policy,v3.4,NIG,Africa,Legal Database,Ministry of Technology,2021-06-25,2021-12-07,2023-07-22,34,Medium,98,1,Under Review,2021-08-15,2021-09-10
2017,7,United Kingdom,Europe,51,45,37,76,ChatGPT,75,0.46,Yes,52,29,No,1,AIP-02828,AI Framework 3,Guidance,Education,Draft,2018,10,73,79,Weak,Low,29,4434,Supportive,6,73,No Alert,v3.6,UNI,South America,Regulatory Authority,Ministry of Technology,2018-09-23,2018-11-13,2021-05-26,65,Medium,91,13,Open,2019-04-06,2018-12-23
2019,4,United Kingdom,Europe,77,65,77,98,Khanmigo,96,0.455,No,88,58,No,5,AIP-02829,AI Framework 4,Legislation,Ethics,Active,2026,5,62,54,Moderate,Low,22,3112,Supportive,5,49,No Alert,v2.3,UNI,Africa,Legal Database,Digital Affairs Agency,2026-01-12,2026-05-31,2028-09-11,30,High,75,41,Closed,2026-04-14,2026-03-27
2021,1,Canada,North America,90,59,70,77,ChatGPT,90,0.758,Yes,90,52,Yes,11,AIP-02830,AI Framework 5,Guidance,Ethics,Active,2026,6,44,49,Weak,High,64,2123,Neutral,4,40,No Alert,v3.1,CAN,Asia,AI Ethics Board,Data Protection Authority,2026-08-19,2026-10-11,2029-07-30,96,Medium,50,45,Under Review,2027-04-07,2026-09-26
2023,3,China,Asia,97,74,69,138,Microsoft Copilot,56,0.476,No,98,85,No,5,AIP-02831,AI Framework 6,Regulation,Education,Active,2022,7,73,69,Strong,High,97,1951,Neutral,5,59,Amendment,v1.1,CHI,North America,Legal Database,AI Commission,2022-12-26,2023-03-01,2025-05-30,91,High,57,14,Closed,2024-03-05,2023-01-28
